fid,ID,type,utilFloorArea,name0,name1,name2,name3,name4,name5,name6,name7,name8,name9,idBdTopo,nbHousing,unknownNumberOfHousing,idsEntrance,nbPOI,nbWorkingPlace,nbBuildingSimple,nbEntrances,roomLeft
"3391",BuildingGroup2588061656928184,BuildingGroup,1276.3601,21_BIS_Rue des Taillandiers_75111,,,,,,,,,,BATIMENT0000000240743358,"21","0",Address7988044390197088,"3","3","1","1",1276.3601
"3392",BuildingGroup2588061576535678,BuildingGroup,657.78107,121_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000240757319-BATIMENT0000000240757320,"0","0",Address8888044396071176,"3","3","2","1",0
"3393",BuildingGroup2588061519721365,BuildingGroup,346.1115,13_Impasse Daunay_75111,,,,,,,,,,BATIMENT0000000240759270,"2","0",Address3388044408364118,"0","0","1","1",346.1115
"3394",BuildingGroup2588061280476098,BuildingGroup,2656.437,75_Rue de la Roquette_75111,,,,,,,,,,BATIMENT0000000240755760,"35","0",Address6588044289957055,"11","27","1","1",465.437
"3395",BuildingGroup2588061261776601,BuildingGroup,660.212,19_Rue Popincourt_75111,,,,,,,,,,BATIMENT0000000240755766,"23","0",Address2888044269907137,"3","7","1","1",441.21198
"3396",BuildingGroup2588061252247935,BuildingGroup,2870.2588,36_Rue Sedaine_75111,,,,,,,,,,BATIMENT0000000240743908,"24","0",Address3888044297002791,"14","28","1","1",246.25879
"3397",BuildingGroup2588061000126962,BuildingGroup,1887.5101,75_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240755875,"18","0",Address588044325880994,"3","9","1","1",1671.5101
"3398",BuildingGroup2588060997637515,BuildingGroup,4722.332,76_Avenue Parmentier_75111,,,,,,,,,,BATIMENT0000000240757174-BATIMENT0000000240756218-BATIMENT0000000240757175,"154","0",Address1188044415777699,"8","23","3","1",3435.332
"3399",BuildingGroup2588060956438146,BuildingGroup,2966.5342,9_BIS_Rue Auguste Barbier_75111,,,,,,,,,,BATIMENT0000000240754802,"9","0",Address9988044387675653,"4","21","1","1",620.5342
"3400",BuildingGroup2588060695496280,BuildingGroup,2903.362,88_Rue Oberkampf_75111,,,,,,,,,,BATIMENT0000000240756278,"82","0",Address4488044263450909,"14","31","1","1",633.36206
"3401",BuildingGroup2588060610081982,BuildingGroup,1156.6375,9_Rue Paul Bert_75111,,,,,,,,,,BATIMENT0000000240744866-BATIMENT0000000240744865,"20","0",Address5388044378122642,"0","5","2","1",1071.6375
"3402",BuildingGroup2588060439233380,BuildingGroup,1602.9811,20_Passage Charles Dallery_75111,,,,,,,,,,BATIMENT0000000240745014,"1","0",Address3188044391218035,"1","0","1","1",1602.9811
"3403",BuildingGroup2588060438059434,BuildingGroup,6536.976,12_Passage Charles Dallery_75111,,,,,,,,,,BATIMENT0000000240744463,"0","0",Address8988044391118334,"2","1","1","1",0
"3404",BuildingGroup2588060334493110,BuildingGroup,1181.5808,3_Rue Sedaine_75111,,,,,,,,,,BATIMENT0000000240742076,"13","0",Address3688044296771218,"3","7","1","1",748.5808
"3405",BuildingGroup2588060139008657,BuildingGroup,2447.2349,69_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240756300,"22","0",Address2688044307346045,"4","11","1","1",203.23486
"3406",BuildingGroup2588060034492563,BuildingGroup,1118.6595,91_BIS_Rue Jean-pierre Timbaud_75111,,,,,,,,,,BATIMENT0000000240758969,"33","0",Address5688044420216497,"0","6","1","1",993.65955
"3407",BuildingGroup2588059999203529,BuildingGroup,3507.5337,180_Rue de la Roquette_75111,46_Rue de la Folie-régnault_75111,48_Rue de la Folie-régnault_75111,,,,,,,,BATIMENT0000000253249907-BATIMENT0000000253249914-BATIMENT0000000309676110,"52","0",Address2788044380312989__Address088044381271659,"6","13","3","2",1475.5337
"3408",BuildingGroup2588059903742875,BuildingGroup,6928.699,107_Boulevard Voltaire_75111,12_Place Léon Blum_75111,1_Avenue Parmentier_75111,,,,,,,,BATIMENT0000000240756955-BATIMENT0000000240756132,"2","0",Address2388044308935723__Address4488044383729047__Address9288044413326951,"119","151","2","3",18
"3409",BuildingGroup2588059895064853,BuildingGroup,2709.681,68_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000240756125,"54","0",Address2288044396163860,"14","40","1","1",308.6809
"3410",BuildingGroup2588059892980212,BuildingGroup,824.1813,70_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000240756119-BATIMENT0000000240756117,"2","0",,"0","0","2","0",824.1813
"3411",BuildingGroup2588059845399481,BuildingGroup,1824.525,13_Rue Amelot_75111,,,,,,,,,,BATIMENT0000000245197875,"40","0",Address8388044283889722,"9","17","1","1",94.525024
"3412",BuildingGroup2588059816535517,BuildingGroup,1639.786,10_Place de la Bastille_75111,,,,,,,,,,BATIMENT0000000240742128-BATIMENT0000000240741940,"14","0",Address3388044351519812,"7","19","2","1",406.786
"3413",BuildingGroup2588059756692436,BuildingGroup,2454.613,32_Rue Alexandre Dumas_75111,,,,,,,,,,BATIMENT0000000240748608-BATIMENT0000000240748611,"15","0",Address4888044280405835,"2","6","2","1",2264.613
"3414",BuildingGroup2588059664709554,BuildingGroup,691.0925,59_Avenue Philippe-auguste_75111,,,,,,,,,,BATIMENT0000000240748621,"15","0",Address6688044357058495,"5","5","1","1",135
"3415",BuildingGroup2588059453976313,BuildingGroup,1380.8165,49_Rue de Charonne_75111,,,,,,,,,,BATIMENT0000000240744441,"18","0",Address8888044258933177,"2","10","1","1",1125.8165
"3416",BuildingGroup2588059433129228,BuildingGroup,2772.1648,6_Rue Rampon_75111,,,,,,,,,,BATIMENT0000000245187786,"52","0",Address2188044344776822,"5","12","1","1",1269.1648
"3417",BuildingGroup2588059427943062,BuildingGroup,1460.0281,16_Rue du Grand Prieuré_75111,,,,,,,,,,BATIMENT0000000245187804,"26","0",Address6488044285722962,"0","9","1","1",1428.0281
"3418",BuildingGroup2588059287556447,BuildingGroup,1259.5258,6_Rue du Dahomey_75111,,,,,,,,,,BATIMENT0000000253242072-BATIMENT0000000309679574,"11","0",Address4788044296437049,"2","6","2","1",681.52576
"3419",BuildingGroup2588059064759828,BuildingGroup,1107.057,5_Rue Ternaux_75111,,,,,,,,,,BATIMENT0000000240754567,"28","0",Address7788044334891612,"0","5","1","1",1107.057
"3420",BuildingGroup2588058947010311,BuildingGroup,1951.8636,2_BIS_Rue Gonnet_75111,,,,,,,,,,BATIMENT0000000240747861-BATIMENT0000000240747868-BATIMENT0000000240748952,"21","0",Address588044404302771,"6","9","3","1",1161.8636
"3421",BuildingGroup2588058940030387,BuildingGroup,2058.8447,6_Rue Roubo_75111,,,,,,,,,,BATIMENT0000000240747839-BATIMENT0000000240747837,"32","0",Address1788044359224401,"3","9","2","1",1435.8447
"3422",BuildingGroup2588058935240183,BuildingGroup,365.092,36_BIS_Rue de Montreuil_75111,,,,,,,,,,BATIMENT0000000253242099,"7","0",Address6688044313973043,"1","4","1","1",287.092
"3423",BuildingGroup2588058884731569,BuildingGroup,3845.9438,55_Rue Emile Lepeu_75111,53_Rue Léon Frot_75111,55_Rue Léon Frot_75111,,,,,,,,BATIMENT0000000240744033-BATIMENT0000000240744854-BATIMENT0000000240744855,"30","0",Address2888044319629717__Address288044385337533,"11","23","3","2",2350.9438
"3424",BuildingGroup2588058857798220,BuildingGroup,1236.597,19_Cité de Phalsbourg_75111,,,,,,,,,,BATIMENT0000000240744035,"15","0",Address6488044300713240,"3","7","1","1",738.59705
"3425",BuildingGroup2588058555113523,BuildingGroup,568.5395,2_Rue Morand_75111,,,,,,,,,,BATIMENT0000000240757774,"0","0",Address5588044393178979,"0","0","1","1",568.5395
"3426",BuildingGroup2588058518393556,BuildingGroup,1054.3997,77_Rue Jean-pierre Timbaud_75111,,,,,,,,,,BATIMENT0000000240757877,"19","0",Address6088044419560238,"6","12","1","1",115.39966
"3427",BuildingGroup2588058491025892,BuildingGroup,1033.549,63_Rue Jean-pierre Timbaud_75111,,,,,,,,,,BATIMENT0000000240757870,"49","0",Address5388044419157998,"10","12","1","1",441
"3428",BuildingGroup2588058448934854,BuildingGroup,1792.5353,22_Rue de l'Orillon_75111,,,,,,,,,,BATIMENT0000000331452196,"0","0",Address4888044315514889,"4","2","1","1",0
"3429",BuildingGroup2588058446629798,BuildingGroup,2428.5522,22_Rue Morand_75111,,,,,,,,,,BATIMENT0000000240758255,"35","0",Address7588044393258496,"1","12","1","1",2101.5522
"3430",BuildingGroup2588058417688391,BuildingGroup,2774.5913,2_Impasse Bon Secours_75111,,,,,,,,,,BATIMENT0000000240743503,"0","0",Address7488044388995382,"0","0","1","1",2774.5913
"3431",BuildingGroup2588058383064418,BuildingGroup,3863.675,10_A_Rue Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240743492-BATIMENT0000000240743495-BATIMENT0000000356564124,"51","0",Address8888044405141952__Address8888044405141952,"1","5","3","2",3616.675
"3432",BuildingGroup2588058323658827,BuildingGroup,9050.295,86_BIS_Rue Amelot_75111,,,,,,,,,,BATIMENT0000000309676043,"20","0",Address2388044285121624,"4","8","1","1",8985.295
"3433",BuildingGroup2588058225385156,BuildingGroup,1227.1068,26_Rue de la Fontaine au Roi_75111,26_BIS_Rue de la Fontaine au Roi_75111,,,,,,,,,BATIMENT0000000240754679-BATIMENT0000000240754692-BATIMENT0000000240754694,"21","0",Address4188044375016216__Address4188044375016216__Address7888044375031071,"5","16","3","3",353.1068
"3434",BuildingGroup2588058159507015,BuildingGroup,2591.4207,61_Rue Popincourt_75111,,,,,,,,,,BATIMENT0000000240757035-BATIMENT0000000240757034,"19","0",Address6388044269446530,"7","15","2","1",395.42065
"3435",BuildingGroup2588058094562363,BuildingGroup,462.28525,14_Rue de l'Asile Popincourt_75111,,,,,,,,,,BATIMENT0000000240756415,"21","0",Address6788044295902069,"0","4","1","1",462.28525
"3436",BuildingGroup2588057989514560,BuildingGroup,523.2855,15_Passage de Ménilmontant_75111,,,,,,,,,,BATIMENT0000000240756483,"5","0",Address7088044301006373,"2","3","1","1",167.28552
"3437",BuildingGroup2588057839808454,BuildingGroup,2822.0298,47_BIS_Rue Sedaine_75111,49_Rue Sedaine_75111,,,,,,,,,BATIMENT0000000316910563-BATIMENT0000000316910564,"56","0",,"6","20","2","0",1148.0298
"3438",BuildingGroup2588057726910102,BuildingGroup,1385.4149,6_Passage de la Main d'Or_75111,,,,,,,,,,BATIMENT0000000240744238,"13","0",Address3488044359695717,"2","30","1","1",434.41492
"3439",BuildingGroup2588057665495073,BuildingGroup,4120.4346,7_Rue de Malte_75111,9_Rue de Malte_75111,,,,,,,,,BATIMENT0000000245187127-BATIMENT0000000245187124,"34","0",Address7588044352796215__Address1788044352821839,"5","28","2","2",558.4346
"3440",BuildingGroup2588057523379634,BuildingGroup,1320.1139,90_Rue Jean-pierre Timbaud_75111,,,,,,,,,,BATIMENT0000000240757792-BATIMENT0000000240757793-BATIMENT0000000240757801,"16","0",Address5788044420127781,"6","7","3","1",144
"3441",BuildingGroup2588057448369308,BuildingGroup,4770.136,4_Rue de Nice_75111,,,,,,,,,,BATIMENT0000000240748282-BATIMENT0000000240748275-BATIMENT0000000240748281,"59","0",Address188044393916083,"5","27","3","1",3413.1362
"3442",BuildingGroup2588057057658098,BuildingGroup,3442.224,71_Rue Oberkampf_75111,42_Avenue de la République_75111,,,,,,,,,BATIMENT0000000240755688,"32","0",Address4988044263030677__Address4788044277464939,"4","17","1","2",1819.2241
"3443",BuildingGroup2488061826191229,BuildingGroup,3484.8855,31_Avenue Parmentier_75111,,,,,,,,,,BATIMENT0000000240756304-BATIMENT0000000240756402-BATIMENT0000000240756409,"39","0",Address388044417384310,"14","19","3","1",565.8855
"3444",BuildingGroup2488061614491304,BuildingGroup,1457.155,147_BIS_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000240756669,"24","0",Address3588044397799092,"3","8","1","1",441.15503
"3445",BuildingGroup2488061523964686,BuildingGroup,388.22476,2_Impasse Daunay_75111,,,,,,,,,,BATIMENT0000000240756752,"13","0",Address3288044408389170,"3","7","1","1",102.22476
"3446",BuildingGroup2488061363120799,BuildingGroup,1657.874,13_Rue Gerbier_75111,,,,,,,,,,BATIMENT0000000240755985,"30","0",Address8488044383422377,"8","16","1","1",548.874
"3447",BuildingGroup2488061292382090,BuildingGroup,1497.7297,6_Rue du Commandant Lamy_75111,,,,,,,,,,BATIMENT0000000240744663-BATIMENT0000000240743914,"19","0",Address588044341567874,"2","10","2","1",836.72974
"3448",BuildingGroup2488061143747100,BuildingGroup,5492.1304,90_Avenue de la République_75111,90_BIS_Avenue de la République_75111,11_Rue Guillaume Bertrand_75111,,,,,,,,BATIMENT0000000240756729-BATIMENT0000000240756722,"29","0",Address3888044279032215__Address1288044279087476__Address6988044353989842,"7","33","2","3",4357.1304
"3449",BuildingGroup2488061082474566,BuildingGroup,64.379,67_Rue Servan_75111,,,,,,,,,,BATIMENT0000000240756558,"0","0",Address5288044372237487,"0","0","1","1",64.379
"3450",BuildingGroup2488060984271310,BuildingGroup,5597.8535,62_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000240757176-BATIMENT0000000240757177,"0","0",Address2288044278097205,"2","2","2","1",0
"3451",BuildingGroup2488060936875483,BuildingGroup,885.24097,6_Rue Auguste Barbier_75111,,,,,,,,,,BATIMENT0000000240754751,"0","0",Address4988044387584964,"1","2","1","1",0
"3452",BuildingGroup2488060930231272,BuildingGroup,1103.6399,1_Rue Auguste Barbier_75111,,,,,,,,,,BATIMENT0000000240754820,"14","0",Address6788044387368046,"4","9","1","1",91.63989
"3453",BuildingGroup2488060891268917,BuildingGroup,3171.2227,20_Rue de la Folie-régnault_75111,,,,,,,,,,BATIMENT0000000240760064-BATIMENT0000000240759950-BATIMENT0000000240759957-BATIMENT0000000240759947-BATIMENT0000000240759955-BATIMENT0000000240759956-BATIMENT0000000240759948-BATIMENT0000000240759949-BATIMENT0000000240759954,"60","0",Address2388044379708476,"10","11","9","1",2109.2227
"3454",BuildingGroup2488060714518315,BuildingGroup,5562.7104,104_Rue Oberkampf_75111,106_Rue Oberkampf_75111,,,,,,,,,BATIMENT0000000240757092-BATIMENT0000000240758877-BATIMENT0000000240755878-BATIMENT0000000240755882,"218","0",Address4288044265360983__Address9288044265518921,"18","92","4","2",1013.71045
"3455",BuildingGroup2488060654886101,BuildingGroup,4259.801,12_Rue Duranti_75111,12_BIS_Rue Duranti_75111,14_Rue Duranti_75111,14_BIS_Rue Duranti_75111,,,,,,,BATIMENT0000000240757371,"74","0",Address1988044332705234__Address488044332730760__Address5288044332756270__Address2388044332782118,"4","7","1","4",2331.8008
"3456",BuildingGroup2488060454160885,BuildingGroup,1392.538,31_Rue Basfroi_75111,,,,,,,,,,BATIMENT0000000240744473,"3","0",Address2988044337435598,"6","6","1","1",441.53796
"3457",BuildingGroup2488060274711488,BuildingGroup,637.46606,1_TER_Allée Verte_75111,,,,,,,,,,BATIMENT0000000316909881,"6","0",,"1","2","1","0",242.46606
"3458",BuildingGroup2488060194991328,BuildingGroup,2618.6035,127_Rue de Montreuil_75111,,,,,,,,,,BATIMENT0000000240748428-BATIMENT0000000240749079-BATIMENT0000000240749080-BATIMENT0000000240748432-BATIMENT0000000240748426-BATIMENT0000000240748427,"58","0",Address6788044312851186,"6","16","6","1",1893.6035
"3459",BuildingGroup2488060135185816,BuildingGroup,2647.661,12_Passage Beslay_75111,,,,,,,,,,BATIMENT0000000240756269,"39","0",,"3","8","1","0",2247.661
"3460",BuildingGroup2488059769857688,BuildingGroup,6786.9614,93_BIS_Rue de Montreuil_75111,95_Rue de Montreuil_75111,,,,,,,,,BATIMENT0000000240748525-BATIMENT0000000253242229-BATIMENT0000000309679120-BATIMENT0000000253242232-BATIMENT0000000309679558-BATIMENT0000000240748535-BATIMENT0000000253242235,"117","0",Address3488044313496265__Address3488044313496265__Address4788044313596521,"19","38","7","3",3260.9614
"3461",BuildingGroup2488059450986884,BuildingGroup,1290.555,18_Rue Keller_75111,,,,,,,,,,BATIMENT0000000240743947,"39","0",Address988044292962624,"5","10","1","1",351
"3462",BuildingGroup2488059389804269,BuildingGroup,2391.3562,120_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240757106,"24","0",Address2188044302483642,"4","11","1","1",1472.3562
"3463",BuildingGroup2488059344473513,BuildingGroup,4475.2036,3_Avenue de Taillebourg_75111,,,,,,,,,,BATIMENT0000000240748978-BATIMENT0000000240747991-BATIMENT0000000240747983,"33","0",Address088044388302094,"8","13","3","1",3869.2036
"3464",BuildingGroup2488059334754190,BuildingGroup,821.44006,11_Passage du Trône_75111,6_BIS_Avenue de Taillebourg_75111,8_Avenue de Taillebourg_75111,,,,,,,,BATIMENT0000000240747819,"5","0",Address3888044266785978__Address7088044388410549__Address2488044388461389,"1","2","1","3",54.440063
"3465",BuildingGroup2488059329261139,BuildingGroup,514.9725,25_Boulevard de Charonne_75111,,,,,,,,,,BATIMENT0000000240748012,"15","0",Address888044391892532,"5","11","1","1",56.972473
"3466",BuildingGroup2488059314145963,BuildingGroup,780.5508,10_Avenue Philippe-auguste_75111,,,,,,,,,,BATIMENT0000000240748093,"17","0",Address6188044356981827,"3","6","1","1",178.55078
"3467",BuildingGroup2488059298746711,BuildingGroup,1112.3525,3_BIS_Boulevard de Charonne_75111,,,,,,,,,,BATIMENT0000000240747808,"0","0",Address4888044391980827,"2","2","1","1",0
"3468",BuildingGroup2488059275373320,BuildingGroup,3220.021,171_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,,BATIMENT0000000240744139,"29","0",,"6","21","1","0",2261.021
"3469",BuildingGroup2488059048486241,BuildingGroup,4948.288,45_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000245187067,"26","0",Address8088044305304681,"6","12","1","1",3023.288
"3470",BuildingGroup2488058949342441,BuildingGroup,2869.77,271_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,,BATIMENT0000000240747827-BATIMENT0000000240747825,"18","0",Address788044244093514,"2","0","2","1",2715.77
"3471",BuildingGroup2488058945465222,BuildingGroup,1211.5178,297_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,,BATIMENT0000000240747859-BATIMENT0000000240747865,"27","0",Address5188044245109072,"7","12","2","1",562.5178
"3472",BuildingGroup2488058662459835,BuildingGroup,1243.5841,126_Avenue Philippe-auguste_75111,,,,,,,,,,BATIMENT0000000240759364,"20","0",Address6688044355057453,"1","5","1","1",904.5841
"3473",BuildingGroup2488058549426748,BuildingGroup,754.16254,47_RUE DES 3 BORNES_75111,,,,,,,,,,BATIMENT0000000240757425,"15","0",Address8788044253164315,"10","16","1","1",135
"3474",BuildingGroup2488058380252759,BuildingGroup,854.862,47_Rue Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240755789,"17","0",Address4188044406214873,"6","15","1","1",153
"3475",BuildingGroup2488058150324556,BuildingGroup,3117.0776,74_Boulevard Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240754606-BATIMENT0000000240755714,"25","0",Address388044274397038,"1","12","2","1",2605.0776
"3476",BuildingGroup2488058127894601,BuildingGroup,928.4338,3_Passage de l'Asile_75111,3_BIS_Passage de l'Asile_75111,,,,,,,,,BATIMENT0000000240756425,"14","0",Address6888044372799153__Address8188044372827024,"1","2","1","2",856.4338
"3477",BuildingGroup2488058125221166,BuildingGroup,2212.8052,44_Rue Popincourt_75111,,,,,,,,,,BATIMENT0000000240756379,"32","0",Address3588044269045905,"6","17","1","1",1561.8052
"3478",BuildingGroup2488057811751630,BuildingGroup,864.79004,53_BIS_Rue Sedaine_75111,,,,,,,,,,BATIMENT0000000240755670,"0","0",,"0","2","1","0",0
"3479",BuildingGroup2488057704477147,BuildingGroup,489.19202,8_Passage Josset_75111,,,,,,,,,,BATIMENT0000000240744016,"11","0",Address3188044346910537,"3","6","1","1",33.192017
"3480",BuildingGroup2488057648702262,BuildingGroup,1098.302,153_Rue Amelot_75111,,,,,,,,,,BATIMENT0000000245187560,"22","0",Address4788044284751912,"3","10","1","1",384.302
"3481",BuildingGroup2488057647196525,BuildingGroup,1558.6918,20_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000245187330,"54","0",Address5088044302637853,"8","9","1","1",293.69177
"3482",BuildingGroup2488057598495538,BuildingGroup,920.4012,255_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240748079-BATIMENT0000000240748076,"9","0",Address6788044307073412,"8","14","2","1",58.401184
"3483",BuildingGroup2488057593450876,BuildingGroup,1128.4473,68_Rue de Montreuil_75111,,,,,,,,,,BATIMENT0000000240747903,"15","0",Address4688044314849673,"5","11","1","1",315.44727
"3484",BuildingGroup2488057556446537,BuildingGroup,2062.95,104_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240757783,"31","0",Address8188044327381596,"7","13","1","1",939.94995
"3485",BuildingGroup2488057482387616,BuildingGroup,2522.4473,10_Rue de la Petite Pierre_75111,13_Rue de Nice_75111,,,,,,,,,BATIMENT0000000240747586-BATIMENT0000000240747590-BATIMENT0000000240747584,"62","0",Address2688044393706017,"6","14","3","1",975.44727
"3486",BuildingGroup2488057413496473,BuildingGroup,4365.0986,105_Boulevard de Charonne_75111,,,,,,,,,,BATIMENT0000000240748304-BATIMENT0000000240748306-BATIMENT0000000240749048-BATIMENT0000000240749047-BATIMENT0000000240748307,"0","0",,"1","5","5","0",0
"3487",BuildingGroup2488057056485013,BuildingGroup,3133.7717,21_Rue Gambey_75111,,,,,,,,,,BATIMENT0000000240754658,"0","0",Address4388044402051604,"1","2","1","1",0
"3488",BuildingGroup2488057039566615,BuildingGroup,616.301,12_Rue Gambey_75111,,,,,,,,,,BATIMENT0000000240754520-BATIMENT0000000240754651-BATIMENT0000000240754521,"0","0",Address4888044401871464,"2","4","3","1",0
"3489",BuildingGroup2388061430257137,BuildingGroup,3843.9683,112_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000240757271-BATIMENT0000000240757270,"67","0",Address4388044395620433,"7","18","2","1",2656.9683
"3490",BuildingGroup2388061360181478,BuildingGroup,4184.58,7_Rue de la Croix Faubin_75111,9_Rue de la Croix Faubin_75111,,,,,,,,,BATIMENT0000000240757131-BATIMENT0000000240757132,"22","0",Address4088044358939062__Address888044358964932,"2","25","2","2",3567.58
"3491",BuildingGroup2388061353519611,BuildingGroup,1478.1586,12_Rue de la Croix Faubin_75111,,,,,,,,,,BATIMENT0000000240755984,"0","0",Address4688044358752572,"3","6","1","1",0
"3492",BuildingGroup2388061324082274,BuildingGroup,1451.8639,126_Avenue Parmentier_75111,,,,,,,,,,BATIMENT0000000240755217-BATIMENT0000000240754761,"15","0",Address9488044414999657,"3","7","2","1",330.8639
"3493",BuildingGroup2388061007524581,BuildingGroup,2292.688,64_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000240756223,"14","0",Address688044278138123,"2","12","1","1",1951.688
"3494",BuildingGroup2388061000573557,BuildingGroup,11839.264,66_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000240757171-BATIMENT0000000240756217,"99","0",Address3988044278222029,"8","14","2","1",10248.264
"3495",BuildingGroup2388060975759497,BuildingGroup,471.6225,11_Rue Léchevin_75111,,,,,,,,,,BATIMENT0000000240756219,"0","0",,"0","0","1","0",471.6225
"3496",BuildingGroup2388060895528594,BuildingGroup,1208.139,20_Passage Courtois_75111,,,,,,,,,,BATIMENT0000000253249895-BATIMENT0000000309676111,"31","0",Address3288044353122814,"1","5","2","1",1048.139
"3497",BuildingGroup2388060887028929,BuildingGroup,1779.186,5_Impasse Lamier_75111,,,,,,,,,,BATIMENT0000000240759359-BATIMENT0000000240759357,"29","0",,"2","6","2","0",1573.186
"3498",BuildingGroup2388060703951549,BuildingGroup,1865.8947,71_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000240755877-BATIMENT0000000240755879,"17","0",Address7788044278480695,"7","9","2","1",943.89465
"3499",BuildingGroup2388060486245692,BuildingGroup,1990.9889,5_Rue de la Pierre Levée_75111,,,,,,,,,,BATIMENT0000000240754839,"13","0",Address5188044404977828,"1","2","1","1",1990.9889
"3500",BuildingGroup2388060322803618,BuildingGroup,1973.3176,24_Boulevard Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240742073,"22","0",Address1388044272365163,"11","17","1","1",263.31763
"3501",BuildingGroup2388060303150014,BuildingGroup,668.15094,55_Rue Saint-sabin_75111,,,,,,,,,,BATIMENT0000000245186300,"3","0",Address7188044395128045,"0","2","1","1",648.15094
"3502",BuildingGroup2388060292135047,BuildingGroup,2094.978,44_Rue Saint-sabin_75111,,,,,,,,,,BATIMENT0000000245186021,"17","0",Address9988044394866557,"2","15","1","1",1249.978
"3503",BuildingGroup2388059924294582,BuildingGroup,2777.579,29_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240756920-BATIMENT0000000240757374-BATIMENT0000000240757376-BATIMENT0000000240757375,"26","0",Address6588044327736033,"1","7","4","1",1966.5791
"3504",BuildingGroup2388059662839308,BuildingGroup,2602.3516,2_Rue Voltaire_75111,1_Rue Voltaire_75111,,,,,,,,,BATIMENT0000000240748547-BATIMENT0000000240748585,"28","0",Address4688044323126460__Address3288044323564627,"16","31","2","2",165.35156
"3505",BuildingGroup2388059512642286,BuildingGroup,2188.5972,44_Rue Saint-sébastien_75111,,,,,,,,,,BATIMENT0000000245187467-BATIMENT0000000245187468-BATIMENT0000000253252325,"12","0",Address9088044316844508,"4","8","3","1",1309.5972
"3506",BuildingGroup2388059344166477,BuildingGroup,1300.9377,9_Avenue du Trône_75111,,,,,,,,,,BATIMENT0000000240748787-BATIMENT0000000227880114-BATIMENT0000000240748129,"12","0",Address3688044402792198,"0","0","3","1",1300.9377
"3507",BuildingGroup2388059253166908,BuildingGroup,3692.6125,11_Rue Saint-bernard_75111,,,,,,,,,,BATIMENT0000000240744123,"24","0",Address1888044274862351,"4","9","1","1",3491.6125
"3508",BuildingGroup2388059247848618,BuildingGroup,3175.6,33_BIS_Rue Faidherbe_75111,,,,,,,,,,BATIMENT0000000240744312-BATIMENT0000000240744907-BATIMENT0000000240744908,"5","0",Address188044338104936,"1","12","3","1",2956.6
"3509",BuildingGroup2388059146559210,BuildingGroup,1177.3606,252_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000253242194,"8","0",Address6188044306862327,"2","3","1","1",498.3606
"3510",BuildingGroup2388058997668211,BuildingGroup,5037.8057,8_Passage Piver_75111,,,,,,,,,,BATIMENT0000000240758166,"48","0",,"2","14","1","0",4781.8057
"3511",BuildingGroup2388058885273583,BuildingGroup,706.35004,7_Rue de Belfort_75111,,,,,,,,,,BATIMENT0000000240755802,"12","0",Address7888044301986478,"2","7","1","1",455.35004
"3512",BuildingGroup2388058724117985,BuildingGroup,3570.6292,30_Rue Pétion_75111,,,,,,,,,,BATIMENT0000000240756926-BATIMENT0000000240756932-BATIMENT0000000240756933,"26","0",,"2","11","3","0",3432.6292
"3513",BuildingGroup2388058603558724,BuildingGroup,931.8295,7_Rue Godefroy Cavaignac_75111,,,,,,,,,,BATIMENT0000000240744518,"26","0",Address2688044311115986,"3","7","1","1",661.8295
"3514",BuildingGroup2388058507159455,BuildingGroup,140.26701,31_RUE DES 3 BORNES_75111,,,,,,,,,,BATIMENT0000000240757443,"7","0",,"0","0","1","0",140.26701
"3515",BuildingGroup2388058451961710,BuildingGroup,2647.9287,12_Rue Robert-houdin_75111,,,,,,,,,,BATIMENT0000000240757635-BATIMENT0000000240757636,"20","0",,"8","10","2","0",872.9287
"3516",BuildingGroup2388058308138616,BuildingGroup,2142.663,33_Rue Saint-sébastien_75111,,,,,,,,,,BATIMENT0000000245186691,"28","0",Address4988044316570275,"11","29","1","1",205.66309
