fid,ID,type,number,suffix,nameStreet,irisCode,typ_loc,source
"10137",Address9288044310277819,Address,"24",,Rue Godefroy Cavaignac,"75111",entrance,ign
"10138",Address7188044308431078,Address,"195",,Boulevard Voltaire,"75111",entrance,ign
"10139",Address9688044308301156,Address,"79",,Boulevard Voltaire,"75111",parcel,dgfip
"10140",Address5888044307720527,Address,"73",,Boulevard Voltaire,"75111",parcel,dgfip
"10141",Address1188044306391661,Address,"174",,Boulevard Voltaire,"75111",entrance,ign
"10142",Address6488044302816868,Address,"200",BIS,Boulevard Voltaire,"75111",parcel,dgfip
"10143",Address8688044301170381,Address,"27",,Passage de Ménilmontant,"75111",entrance,ign
"10144",Address7188044300356558,Address,"11",,Rue Léchevin,"75111",parcel,dgfip
"10145",Address3588044300147083,Address,"5",,Rue de la Forge Royale,"75111",entrance,ign
"10146",Address1188044296556914,Address,"18",,Rue Sedaine,"75111",parcel,dgfip
"10147",Address8788044294518441,Address,"6",,Passage Alexandrine,"75111",entrance,ign
"10148",Address8688044293376406,Address,"31",,Rue Keller,"75111",parcel,dgfip
"10149",Address4288044292420294,Address,"14",,Cité Beauharnais,"75111",parcel,dgfip
"10150",Address2088044291231845,Address,"10",,Rue Trousseau,"75111",parcel,dgfip
"10151",Address5788044291179968,Address,"164",BIS,Rue de la Roquette,"75111",entrance,ign
"10152",Address9788044289547400,Address,"60",,Rue de la Roquette,"75111",parcel,dgfip
"10153",Address188044289508089,Address,"59",BIS,Rue de la Roquette,"75111",entrance,ign
"10154",Address7588044288861302,Address,"46",,Rue de la Roquette,"75111",entrance,ign
"10155",Address5888044288520878,Address,"16",,Rue de la Roquette,"75111",entrance,ign
"10156",Address7088044288141976,Address,"38",,Rue de la Roquette,"75111",entrance,ign
"10157",Address8388044286188396,Address,"3",,Impasse Piver,"75111",entrance,ign
"10158",Address888044285854455,Address,"20",,Rue du Grand Prieuré,"75111",parcel,dgfip
"10159",Address8888044285684012,Address,"13",,Rue du Grand Prieuré,"75111",entrance,ign
"10160",Address8588044285360916,Address,"98",,Rue Amelot,"75111",entrance,ign
"10161",Address7288044284833645,Address,"157",,Rue Amelot,"75111",entrance,ign
"10162",Address6988044284609166,Address,"68",,Rue Amelot,"75111",entrance,ign
"10163",Address4488044284412769,Address,"143",,Rue Amelot,"75111",entrance,ign
"10164",Address2388044280012796,Address,"17",,Rue Alexandre Dumas,"75111",entrance,ign
"10165",Address4588044279319058,Address,"89",,Avenue de la République,"75111",entrance,ign
"10166",Address4788044277290886,Address,"37",,Avenue de la République,"75111",parcel,dgfip
"10167",Address9588044276629658,Address,"14",,Avenue de la République,"75111",parcel,dgfip
"10168",Address1088044275652235,Address,"1",,Rue Abel Rabaud,"75111",entrance,ign
"10169",Address9988044270852417,Address,"7",,Rue de Tunis,"75111",parcel,dgfip
"10170",Address1988044270111762,Address,"24",BIS,Rue Popincourt,"75111",entrance,ign
"10171",Address2488044270097196,Address,"24",BIS,Rue Popincourt,"75111",parcel,dgfip
"10172",Address2088044264727759,Address,"19",,Rue Oberkampf,"75111",parcel,dgfip
"10173",Address7588044263016544,Address,"125",,Rue Oberkampf,"75111",entrance,ign
"10174",Address288044260770660,Address,"78",,Rue de Charonne,"75111",parcel,dgfip
"10175",Address8288044259672118,Address,"140",,Rue de Charonne,"75111",parcel,dgfip
"10176",Address388044258244683,Address,"118",,Rue de Charonne,"75111",entrance,ign
"10177",Address7588044256918929,Address,"17",,COUR DEBILLE,"75111",parcel,dgfip
"10178",Address7588044255370125,Address,"12",,RUE DES IMMEUBLES INDUSTRIELS,"75111",entrance,ign
"10179",Address4088044255014556,Address,"11",,CITE DES 3 BORNES,"75111",entrance,ign
"10180",Address6288044251608230,Address,"8",,IMPASSE DE MONT LOUIS,"75111",parcel,dgfip
"10181",Address2688044250645402,Address,"12",,RUE CARRIERE MAINGUET,"75111",entrance,ign
"10182",Address6588044247729238,Address,"193",,RUE DU FAUBOURG SAINT ANTOINE,"75111",parcel,dgfip
"10183",Address7988044245377614,Address,"157",,RUE DU FAUBOURG SAINT ANTOINE,"75111",parcel,dgfip
"10184",Address8088044419974429,Address,"87",,Rue Jean-pierre Timbaud,"75111",parcel,dgfip
"10185",Address1088044419872187,Address,"85",,Rue Jean-pierre Timbaud,"75111",entrance,ign
"10186",Address1488044419832585,Address,"84",,Rue Jean-pierre Timbaud,"75111",entrance,ign
"10187",Address3988044417670958,Address,"14",BIS,Rue Guénot,"75111",entrance,ign
"10188",Address1188044414987048,Address,"63",,Avenue Parmentier,"75111",parcel,dgfip
"10189",Address888044414409529,Address,"52",,Avenue Parmentier,"75111",entrance,ign
"10190",Address9088044413915006,Address,"42",,Avenue Parmentier,"75111",parcel,dgfip
"10191",Address3788044412817801,Address,"18",BIS,Rue du Faubourg du Temple,"75111",entrance,ign
"10192",Address7288044412025437,Address,"112",,Rue du Faubourg du Temple,"75111",entrance,ign
"10193",Address8488044411999999,Address,"110",,Rue du Faubourg du Temple,"75111",entrance,ign
"10194",Address6988044411507242,Address,"16",,Avenue de Bouvines,"75111",entrance,ign
"10195",Address4488044406909246,Address,"17",,Boulevard de Belleville,"75111",entrance,ign
"10196",Address5588044406618973,Address,"11",,Rue Plichon,"75111",entrance,ign
"10197",Address8288044405766497,Address,"3",,Rue Richard Lenoir,"75111",entrance,ign
"10198",Address1488044405388089,Address,"18",,Rue Richard Lenoir,"75111",parcel,dgfip
"10199",Address5688044401299791,Address,"11",BIS,Villa Nicolas de Blégny,"75111",entrance,ign
"10200",Address3688044399979472,Address,"133",,Avenue Ledru Rollin,"75111",entrance,ign
"10201",Address788044399914276,Address,"128",,Avenue Ledru Rollin,"75111",entrance,ign
"10202",Address6588044399374059,Address,"107",,Avenue Ledru Rollin,"75111",parcel,dgfip
"10203",Address5888044398713713,Address,"39",,Rue du Chemin Vert,"75111",parcel,dgfip
"10204",Address5688044396914127,Address,"133",,Rue du Chemin Vert,"75111",entrance,ign
"10205",Address5988044396839136,Address,"131",A,Rue du Chemin Vert,"75111",entrance,ign
"10206",Address6888044395957991,Address,"63",,Rue du Chemin Vert,"75111",entrance,ign
"10207",Address6888044393478620,Address,"5",,Rue Morand,"75111",entrance,ign
"10208",Address8088044393334224,Address,"25",,Rue Morand,"75111",parcel,dgfip
"10209",Address4188044392873374,Address,"14",,Impasse Delépine,"75111",entrance,ign
"10210",Address5788044392698046,Address,"87",,Boulevard de Charonne,"75111",parcel,dgfip
"10211",Address3388044392393960,Address,"63",,Boulevard de Charonne,"75111",entrance,ign
"10212",Address8888044390991602,Address,"38",,Passage Charles Dallery,"75111",parcel,dgfip
"10213",Address5888044389033099,Address,"3",,Impasse Bon Secours,"75111",parcel,dgfip
"10214",Address388044388615763,Address,"4",,Rue Chevreul,"75111",parcel,dgfip
"10215",Address7088044388410549,Address,"6",BIS,Avenue de Taillebourg,"75111",entrance,ign
"10216",Address7488044386884191,Address,"21",,Rue Moret,"75111",parcel,dgfip
"10217",Address1388044386522541,Address,"1",,Rue Moret,"75111",entrance,ign
"10218",Address8588044378783708,Address,"4",BIS,Rue Neuve Popincourt,"75111",entrance,ign
"10219",Address4788044376550096,Address,"15",,Rue Jules Verne,"75111",entrance,ign
"10220",Address888044374686509,Address,"17",,Rue de la Fontaine au Roi,"75111",entrance,ign
"10221",Address7088044359368205,Address,"14",,Passage de la Main d'Or,"75111",parcel,dgfip
"10222",Address7488044358115137,Address,"8",,Rue Mercoeur,"75111",parcel,dgfip
"10223",Address4988044357674975,Address,"12",,Rue Mercoeur,"75111",parcel,dgfip
"10224",Address4588044356061512,Address,"98",,Avenue Philippe-auguste,"75111",entrance,ign
"10225",Address6688044355057453,Address,"126",,Avenue Philippe-auguste,"75111",entrance,ign
"10226",Address388044353782673,Address,"25",,Rue Camille Desmoulins,"75111",entrance,ign
"10227",Address9088044352312035,Address,"5",,Rue de Malte,"75111",entrance,ign
"10228",Address1088044350263315,Address,"7",,Rue Desargues,"75111",parcel,dgfip
"10229",Address4288044349240864,Address,"103",,Rue de la Folie-méricourt,"75111",entrance,ign
"10230",Address5788044348903738,Address,"86",,Rue de la Folie-méricourt,"75111",parcel,dgfip
"10231",Address5488044347241615,Address,"13",,Rue Jules Vallés,"75111",entrance,ign
"10232",Address888044346692448,Address,"11",,Rue des Boulets,"75111",entrance,ign
"10233",Address2988044346289704,Address,"37",,Rue des Boulets,"75111",entrance,ign
"10234",Address9188044345164214,Address,"8",,Passage Turquetil,"75111",entrance,ign
"10235",Address988044342397540,Address,"33",,Rue Chanzy,"75111",entrance,ign
"10236",Address2288044339956475,Address,"86",,Passage Saint-bernard,"75111",entrance,ign
"10237",Address9688044339380977,Address,"5",,Cité Voltaire,"75111",entrance,ign
"10238",Address2188044339192517,Address,"13",,Cité Voltaire,"75111",entrance,ign
"10239",Address5888044339079615,Address,"3",,Rue Faidherbe,"75111",parcel,dgfip
"10240",Address4588044336043397,Address,"5",,Rue de Nemours,"75111",parcel,dgfip
"10241",Address2888044335467425,Address,"33",,Rue Merlin,"75111",entrance,ign
"10242",Address4488044335188977,Address,"10",,Rue Merlin,"75111",parcel,dgfip
"10243",Address8788044334994578,Address,"10",,Rue de la Main d'Or,"75111",entrance,ign
"10244",Address4888044334405413,Address,"4",,Passage Thièré,"75111",entrance,ign
"10245",Address9388044333654233,Address,"2",,Boulevard des Filles du Calvaire,"75111",entrance,ign
"10246",Address6388044333481195,Address,"8",,Passage Dudouy,"75111",parcel,dgfip
"10247",Address7388044332150512,Address,"18",,Cité Dupont,"75111",parcel,dgfip
"10248",Address5688044331237176,Address,"19",,Rue Louis Bonnet,"75111",entrance,ign
"10249",Address5288044331132223,Address,"15",,Rue Louis Bonnet,"75111",parcel,dgfip
"10250",Address388044330899549,Address,"6",BIS,Rue Gobert,"75111",entrance,ign
"10251",Address9588044330197332,Address,"19",,Rue Daval,"75111",entrance,ign
"10252",Address2388044329756060,Address,"2",,Rue Crespin du Gast,"75111",parcel,dgfip
"10253",Address3088044329402726,Address,"5",,Impasse Charles Petit,"75111",parcel,dgfip
"10254",Address7788044327435661,Address,"19",BIS,Rue Saint-maur,"75111",entrance,ign
"10255",Address8788044325634542,Address,"142",,Rue Saint-maur,"75111",entrance,ign
"10256",Address3688044324601662,Address,"123",,Rue Saint-maur,"75111",parcel,dgfip
"10257",Address4088044324207692,Address,"117",,Rue Saint-maur,"75111",parcel,dgfip
"10258",Address6488044323293198,Address,"24",,Rue Voltaire,"75111",entrance,ign
"10259",Address9688044320498424,Address,"6",,Rue du Moulin Joly,"75111",entrance,ign
"10260",Address8588044320408243,Address,"38",,Rue du Moulin Joly,"75111",entrance,ign
"10261",Address2088044320120146,Address,"1",,Passage Saint-ambroise,"75111",parcel,dgfip
"10262",Address188044319887056,Address,"6",,Rue des Nanettes,"75111",entrance,ign
"10263",Address8088044319488807,Address,"4",,Rue Emile Lepeu,"75111",entrance,ign
"10264",Address9088044319161709,Address,"2",,Rue Emile Lepeu,"75111",parcel,dgfip
"10265",Address9588044319135923,Address,"17",,Rue Emile Lepeu,"75111",parcel,dgfip
"10266",Address4488044318242463,Address,"9",,Cité Industrielle,"75111",parcel,dgfip
"10267",Address7188044316543516,Address,"32",,Rue Saint-sébastien,"75111",entrance,ign
"10268",Address3188044314809700,Address,"1",,Rue de Montreuil,"75111",parcel,dgfip
"10269",Address088044314153165,Address,"40",,Rue de Montreuil,"75111",entrance,ign
"10270",Address5288044313998273,Address,"36",TER,Rue de Montreuil,"75111",entrance,ign
"10271",Address2788044312477894,Address,"110",,Rue de Montreuil,"75111",parcel,dgfip
"10272",Address2988044310318897,Address,"25",BIS,Rue Godefroy Cavaignac,"75111",entrance,ign
"10273",Address6588044308874225,Address,"87",,Boulevard Voltaire,"75111",entrance,ign
"10274",Address9988044306100874,Address,"243",,Boulevard Voltaire,"75111",parcel,dgfip
"10275",Address8988044305239520,Address,"160",,Boulevard Voltaire,"75111",entrance,ign
"10276",Address488044305202006,Address,"44",,Boulevard Voltaire,"75111",entrance,ign
"10277",Address088044301907536,Address,"4",,Rue de Belfort,"75111",entrance,ign
"10278",Address088044301844651,Address,"24",,Rue de Belfort,"75111",entrance,ign
"10279",Address5488044300592436,Address,"10",,Cité de Phalsbourg,"75111",entrance,ign
"10280",Address088044298963914,Address,"10",,Cité Durmar,"75111",parcel,dgfip
"10281",Address1888044298739723,Address,"1",,Rue Sedaine,"75111",parcel,dgfip
"10282",Address7188044296937782,Address,"34",,Rue Sedaine,"75111",entrance,ign
"10283",Address7888044296650947,Address,"22",,Rue Sedaine,"75111",entrance,ign
"10284",Address2588044289586535,Address,"61",BIS,Rue de la Roquette,"75111",entrance,ign
"10285",Address7388044288207609,Address,"151",BIS,Rue de la Roquette,"75111",parcel,dgfip
"10286",Address8088044287337167,Address,"22",,Rue de la Roquette,"75111",entrance,ign
"10287",Address1388044287076094,Address,"200",,Rue de la Roquette,"75111",entrance,ign
"10288",Address1388044286997519,Address,"13",,Rue de la Roquette,"75111",entrance,ign
"10289",Address7788044285895640,Address,"21",,Rue du Grand Prieuré,"75111",parcel,dgfip
"10290",Address3088044280721751,Address,"47",,Rue Alexandre Dumas,"75111",parcel,dgfip
"10291",Address288044279931549,Address,"13",,Rue Alexandre Dumas,"75111",entrance,ign
"10292",Address4188044278829813,Address,"84",,Avenue de la République,"75111",entrance,ign
"10293",Address2988044276910914,Address,"24",,Avenue de la République,"75111",parcel,dgfip
"10294",Address3488044275851566,Address,"20",,Rue du Marché Popincourt,"75111",entrance,ign
"10295",Address9288044274692297,Address,"81",,Boulevard Richard Lenoir,"75111",entrance,ign
"10296",Address2188044273542883,Address,"58",BIS,Boulevard Richard Lenoir,"75111",parcel,dgfip
"10297",Address7088044273402947,Address,"55",,Boulevard Richard Lenoir,"75111",entrance,ign
"10298",Address2088044272882581,Address,"41",,Boulevard Richard Lenoir,"75111",entrance,ign
"10299",Address9288044269403476,Address,"6",,Rue Popincourt,"75111",parcel,dgfip
"10300",Address8988044265855711,Address,"112",,Rue Oberkampf,"75111",entrance,ign
"10301",Address7988044265683479,Address,"109",,Rue Oberkampf,"75111",parcel,dgfip
"10302",Address9388044262716871,Address,"63",,Rue Oberkampf,"75111",parcel,dgfip
"10303",Address3488044262146061,Address,"19",,Rue de Charonne,"75111",parcel,dgfip
"10304",Address3188044262103722,Address,"185",,Rue de Charonne,"75111",entrance,ign
"10305",Address5688044261577494,Address,"172",BIS,Rue de Charonne,"75111",entrance,ign
"10306",Address6488044260001086,Address,"146",,Rue de Charonne,"75111",entrance,ign
"10307",Address688044257146548,Address,"7",,Passage du Chemin Vert,"75111",entrance,ign
"10308",Address6288044256834064,Address,"14",,COUR DEBILLE,"75111",entrance,ign
"10309",Address3988044254415925,Address,"11",,RUE DES 3 COURONNES,"75111",entrance,ign
"10310",Address6688044252627744,Address,"31",,RUE DES 3 BORNES,"75111",entrance,ign
"10311",Address2688044251577564,Address,"7",,IMPASSE DE MONT LOUIS,"75111",parcel,dgfip
"10312",Address1988044251383795,Address,"3",,IMPASSE DE MONT LOUIS,"75111",entrance,ign
"10313",Address6888044243183328,Address,"257",,RUE DU FAUBOURG SAINT ANTOINE,"75111",parcel,dgfip
"10314",Address1088044421672164,Address,"10",,Rue Titon,"75111",entrance,ign
"10315",Address2188044421045263,Address,"40",,Rue Jean-pierre Timbaud,"75111",parcel,dgfip
"10316",Address8888044420305480,Address,"112",BIS,Rue Jean-pierre Timbaud,"75111",entrance,ign
"10317",Address8788044419407484,Address,"72",,Rue Jean-pierre Timbaud,"75111",parcel,dgfip
"10318",Address2488044417105161,Address,"23",,Avenue Parmentier,"75111",parcel,dgfip
"10319",Address1888044416789173,Address,"18",,Avenue Parmentier,"75111",parcel,dgfip
"10320",Address4988044414370356,Address,"115",,Avenue Parmentier,"75111",entrance,ign
"10321",Address3588044414254050,Address,"113",,Avenue Parmentier,"75111",entrance,ign
"10322",Address088044414042321,Address,"11",BIS,Avenue Parmentier,"75111",entrance,ign
"10323",Address5088044413952915,Address,"109",,Avenue Parmentier,"75111",parcel,dgfip
"10324",Address3788044413761413,Address,"39",,Avenue Parmentier,"75111",entrance,ign
"10325",Address5388044412937802,Address,"13",,Rue Jean Macé,"75111",parcel,dgfip
"10326",Address2288044412529535,Address,"48",,Rue du Faubourg du Temple,"75111",entrance,ign
"10327",Address4388044411584122,Address,"4",,Avenue de Bouvines,"75111",parcel,dgfip
"10328",Address3588044409566218,Address,"17",,Rue Lacharrière,"75111",entrance,ign
"10329",Address8288044409464303,Address,"12",,Rue Lacharrière,"75111",entrance,ign
"10330",Address4788044407833750,Address,"13",,Cité Popincourt,"75111",entrance,ign
"10331",Address6288044404598061,Address,"14",,Rue de la Pierre Levée,"75111",entrance,ign
"10332",Address5588044403314161,Address,"13",,Rue Charrière,"75111",entrance,ign
"10333",Address4188044402944978,Address,"16",,Cité Joly,"75111",entrance,ign
"10334",Address2688044402641763,Address,"7",,Passage Gustave Lepeu,"75111",parcel,dgfip
"10335",Address8888044402117351,Address,"1",,Passage Gustave Lepeu,"75111",entrance,ign
"10336",Address2888044400560093,Address,"161",,Avenue Ledru Rollin,"75111",entrance,ign
"10337",Address9388044399019857,Address,"51",,Rue du Chemin Vert,"75111",parcel,dgfip
"10338",Address1188044398501505,Address,"29",,Rue du Chemin Vert,"75111",entrance,ign
"10339",Address4388044395620433,Address,"112",,Rue du Chemin Vert,"75111",entrance,ign
"10340",Address6288044395608130,Address,"111",BIS,Rue du Chemin Vert,"75111",parcel,dgfip
"10341",Address8688044395583414,Address,"111",,Rue du Chemin Vert,"75111",parcel,dgfip
"10342",Address1888044391393403,Address,"111",,Boulevard de Charonne,"75111",entrance,ign
"10343",Address3488044391130649,Address,"14",,Passage Charles Dallery,"75111",entrance,ign
"10344",Address9388044387394713,Address,"10",,Rue Auguste Barbier,"75111",entrance,ign
"10345",Address2588044387290950,Address,"8",,Rue Moret,"75111",parcel,dgfip
"10346",Address7388044386240995,Address,"2",,Passage Louis-philippe,"75111",entrance,ign
"10347",Address188044386136382,Address,"68",C,Rue Léon Frot,"75111",parcel,dgfip
"10348",Address1988044385312842,Address,"52",,Rue Léon Frot,"75111",entrance,ign
"10349",Address7988044384769262,Address,"30",,Rue Léon Frot,"75111",parcel,dgfip
"10350",Address5888044383539959,Address,"22",,Rue Gerbier,"75111",entrance,ign
"10351",Address9788044381868641,Address,"24",,Rue de Lappe,"75111",entrance,ign
"10352",Address1188044379902154,Address,"30",,Rue de la Folie-régnault,"75111",parcel,dgfip
"10353",Address3488044379496532,Address,"12",,Rue de la Folie-régnault,"75111",parcel,dgfip
"10354",Address7888044378770797,Address,"4",,Rue Neuve Popincourt,"75111",entrance,ign
"10355",Address5788044378530134,Address,"10",,Rue Neuve Popincourt,"75111",entrance,ign
"10356",Address7488044378174499,Address,"1",,Villa Gaudelet,"75111",parcel,dgfip
"10357",Address9388044377536094,Address,"1",,Rue Paul Bert,"75111",parcel,dgfip
"10358",Address7888044377447247,Address,"5",,Rue Moufle,"75111",entrance,ign
"10359",Address9888044375834242,Address,"67",,Rue de la Fontaine au Roi,"75111",parcel,dgfip
"10360",Address9888044375627815,Address,"57",,Rue de la Fontaine au Roi,"75111",entrance,ign
"10361",Address8688044375357274,Address,"47",,Rue de la Fontaine au Roi,"75111",parcel,dgfip
"10362",Address5188044373970115,Address,"1",,Rue de la Fontaine au Roi,"75111",entrance,ign
"10363",Address8188044373604503,Address,"29",,Rue des Bluets,"75111",entrance,ign
"10364",Address9288044372030980,Address,"56",,Rue Servan,"75111",entrance,ign
"10365",Address8388044359917992,Address,"15",,Impasse des Primevères,"75111",parcel,dgfip
"10366",Address4788044358884941,Address,"4",,Rue de la Croix Faubin,"75111",entrance,ign
"10367",Address8788044358393955,Address,"14",BIS,Passage de la Bonne Graine,"75111",entrance,ign
"10368",Address4788044357777646,Address,"17",,Rue Mercoeur,"75111",entrance,ign
"10369",Address1988044353638506,Address,"19",,Rue Camille Desmoulins,"75111",parcel,dgfip
"10370",Address9388044353426380,Address,"11",,Rue Camille Desmoulins,"75111",entrance,ign
"10371",Address2288044353214397,Address,"3",,Passage Courtois,"75111",entrance,ign
"10372",Address4088044353030766,Address,"18",,Passage Courtois,"75111",entrance,ign
"10373",Address8288044352220450,Address,"48",,Rue de Malte,"75111",parcel,dgfip
"10374",Address9588044351803062,Address,"19",,Rue de Malte,"75111",entrance,ign
"10375",Address4588044351375319,Address,"3",,Place de la Nation,"75111",parcel,dgfip
"10376",Address9688044351108810,Address,"7",,Rue du Général Renault,"75111",entrance,ign
"10377",Address1188044348193487,Address,"46",,Rue de la Folie-méricourt,"75111",parcel,dgfip
"10378",Address1588044345416417,Address,"2",,Rue Boulle,"75111",entrance,ign
"10379",Address3588044344697127,Address,"14",,Rue Rampon,"75111",parcel,dgfip
"10380",Address5388044339304778,Address,"3",,Cité Voltaire,"75111",entrance,ign
"10381",Address4188044339217623,Address,"15",,Cité Voltaire,"75111",parcel,dgfip
"10382",Address3388044338286495,Address,"40",,Rue Faidherbe,"75111",parcel,dgfip
"10383",Address4888044336663410,Address,"56",,Rue Basfroi,"75111",entrance,ign
"10384",Address9288044334786216,Address,"19",,Rue Ternaux,"75111",parcel,dgfip
"10385",Address6688044331618781,Address,"7",,Rue Pihet,"75111",parcel,dgfip
"10386",Address4388044330436485,Address,"8",,Rue Froment,"75111",parcel,dgfip
"10387",Address8888044329781756,Address,"20",,Rue Crespin du Gast,"75111",entrance,ign
"10388",Address7688044329730734,Address,"16",,Rue Crespin du Gast,"75111",parcel,dgfip
"10389",Address1788044322973912,Address,"14",,Rue Voltaire,"75111",entrance,ign
"10390",Address8688044321893714,Address,"9",,Boulevard de Ménilmontant,"75111",entrance,ign
"10391",Address7888044320185789,Address,"28",,Rue du Moulin Joly,"75111",entrance,ign
"10392",Address4188044319732468,Address,"15",,Rue des Nanettes,"75111",entrance,ign
"10393",Address5288044317854521,Address,"23",,Cité Industrielle,"75111",parcel,dgfip
"10394",Address5488044316505270,Address,"3",,Rue Saint-sébastien,"75111",entrance,ign
"10395",Address288044313470848,Address,"25",,Rue de Montreuil,"75111",parcel,dgfip
"10396",Address4188044311801828,Address,"2",,Boulevard Jules Ferry,"75111",parcel,dgfip
"10397",Address1888044311091487,Address,"6",,Rue Godefroy Cavaignac,"75111",entrance,ign
"10398",Address4988044309474212,Address,"94",,Boulevard Voltaire,"75111",parcel,dgfip
"10399",Address9888044308822884,Address,"106",,Boulevard Voltaire,"75111",entrance,ign
"10400",Address4888044308276158,Address,"269",,Boulevard Voltaire,"75111",parcel,dgfip
"10401",Address5488044305961228,Address,"54",,Boulevard Voltaire,"75111",entrance,ign
"10402",Address2488044305877320,Address,"169",,Boulevard Voltaire,"75111",entrance,ign
"10403",Address7988044305651244,Address,"166",,Boulevard Voltaire,"75111",parcel,dgfip
"10404",Address6088044305332393,Address,"161",,Boulevard Voltaire,"75111",entrance,ign
"10405",Address1188044303618232,Address,"215",BIS,Boulevard Voltaire,"75111",entrance,ign
"10406",Address7688044303367705,Address,"137",,Boulevard Voltaire,"75111",entrance,ign
"10407",Address2488044303329959,Address,"136",,Boulevard Voltaire,"75111",parcel,dgfip
"10408",Address1788044301869611,Address,"25",,Rue de Belfort,"75111",parcel,dgfip
"10409",Address7188044300888956,Address,"8",,Cité de Phalsbourg,"75111",entrance,ign
"10410",Address2988044299361091,Address,"5",B,Cité Durmar,"75111",parcel,dgfip
"10411",Address8688044298023295,Address,"7",,Rue Sedaine,"75111",parcel,dgfip
"10412",Address6988044296151882,Address,"1",,Rue du Dahomey,"75111",parcel,dgfip
"10413",Address5188044293238400,Address,"27",,Rue Keller,"75111",parcel,dgfip
"10414",Address6488044290808686,Address,"94",,Rue de la Roquette,"75111",entrance,ign
"10415",Address1788044288713041,Address,"163",,Rue de la Roquette,"75111",entrance,ign
"10416",Address888044287791060,Address,"143",,Rue de la Roquette,"75111",entrance,ign
"10417",Address9988044287128167,Address,"202",,Rue de la Roquette,"75111",parcel,dgfip
"10418",Address2488044283111713,Address,"107",,Rue Amelot,"75111",entrance,ign
"10419",Address9388044282714031,Address,"26",BIS,Rue Amelot,"75111",entrance,ign
"10420",Address8388044282121720,Address,"28",,Rue Saint-ambroise,"75111",entrance,ign
"10421",Address8888044276993941,Address,"28",,Avenue de la République,"75111",parcel,dgfip
"10422",Address1188044276671253,Address,"16",,Avenue de la République,"75111",entrance,ign
"10423",Address4088044276118941,Address,"110",,Avenue de la République,"75111",entrance,ign
"10424",Address2388044274001999,Address,"68",,Boulevard Richard Lenoir,"75111",entrance,ign
"10425",Address7688044268241218,Address,"35",,Rue Pétion,"75111",entrance,ign
"10426",Address2388044266871304,Address,"6",,Passage du Trône,"75111",entrance,ign
"10427",Address5988044266338722,Address,"62",,Rue Oberkampf,"75111",parcel,dgfip
"10428",Address9988044266305903,Address,"61",,Rue Oberkampf,"75111",parcel,dgfip
"10429",Address2788044265827589,Address,"5",,Rue Oberkampf,"75111",entrance,ign
"10430",Address9988044265490100,Address,"45",,Rue Oberkampf,"75111",parcel,dgfip
"10431",Address5288044263974181,Address,"141",,Rue Oberkampf,"75111",parcel,dgfip
"10432",Address8988044262245327,Address,"20",,Rue de Charonne,"75111",entrance,ign
"10433",Address188044260872958,Address,"8",,Rue de Charonne,"75111",parcel,dgfip
"10434",Address588044258520257,Address,"122",,Rue de Charonne,"75111",parcel,dgfip
"10435",Address1788044256530246,Address,"16",,RUE DE LA VACQUERIE,"75111",entrance,ign
"10436",Address9388044252296846,Address,"2",,RUE DES 3 BORNES,"75111",entrance,ign
"10437",Address3488044252140390,Address,"13",,RUE DES 3 BORNES,"75111",entrance,ign
"10438",Address888044245360835,Address,"157",,RUE DU FAUBOURG SAINT ANTOINE,"75111",entrance,ign
"10439",Address5688044244129118,Address,"121",,RUE DU FAUBOURG SAINT ANTOINE,"75111",entrance,ign
"10440",Address3588044243043636,Address,"253",,RUE DU FAUBOURG SAINT ANTOINE,"75111",entrance,ign
"10441",Address1488044415680362,Address,"138",,Avenue Parmentier,"75111",entrance,ign
"10442",Address7888044415286649,Address,"69",,Avenue Parmentier,"75111",entrance,ign
"10443",Address2388044414807268,Address,"123",,Avenue Parmentier,"75111",parcel,dgfip
"10444",Address9388044411369570,Address,"9",,Avenue de Bouvines,"75111",parcel,dgfip
"10445",Address6288044410078628,Address,"13",,Rue Neuve des Boulets,"75111",entrance,ign
"10446",Address7588044401845500,Address,"11",,Rue Gambey,"75111",entrance,ign
"10447",Address8888044401390578,Address,"14",,Villa Nicolas de Blégny,"75111",parcel,dgfip
"10448",Address5688044401169479,Address,"97",,Avenue Ledru Rollin,"75111",entrance,ign
"10449",Address488044398423562,Address,"26",,Rue du Chemin Vert,"75111",parcel,dgfip
"10450",Address8288044398049189,Address,"97",,Rue du Chemin Vert,"75111",entrance,ign
"10451",Address3388044397054357,Address,"136",,Rue du Chemin Vert,"75111",entrance,ign
"10452",Address5188044395094710,Address,"54",,Rue Saint-sabin,"75111",parcel,dgfip
"10453",Address3088044389936187,Address,"12",,Rue des Taillandiers,"75111",entrance,ign
"10454",Address7888044389873862,Address,"1",,Rue des Taillandiers,"75111",parcel,dgfip
"10455",Address488044388262354,Address,"2",,Avenue de Taillebourg,"75111",entrance,ign
"10456",Address3888044387948225,Address,"17",,Rue de la Petite Pierre,"75111",entrance,ign
"10457",Address7788044387859039,Address,"13",,Rue de la Petite Pierre,"75111",entrance,ign
"10458",Address5188044386921410,Address,"23",,Rue Moret,"75111",entrance,ign
"10459",Address4788044385174424,Address,"46",,Rue Léon Frot,"75111",entrance,ign
"10460",Address5588044383850028,Address,"5",BIS,Place Léon Blum,"75111",entrance,ign
"10461",Address2188044379325205,Address,"15",,Passage Beslay,"75111",entrance,ign
